OE,Produkt,Teilprodukt,"Aufwand/
Ertrag",ILV,Kostenartengruppe,2014,2015,2016,2017,Abweichung 2016-2015,Abweichung 2017-2016
,,,,,  3   Auflösungserträge aus Sonderposten,3294462.6,3294460,3294446,3254536,-14,-39910
,,1.100.6.1.1.01.33  allg.Umlagen,,,,-16482939,-16732100,-17660939,-17929062,-928839,-268123
,,,Aufwand,,,-16482939,-16732100,-17660939,-17929062,-928839,-268123
,,,,nein,,-16482939,-16732100,-17660939,-17929062,-928839,-268123
,,,,,18   Transferaufwendungen,-16482939,-16732100,-17660939,-17929062,-928839,-268123
,,1.100.6.1.1.01.34  Entschuldungsfond,,,,-810632,-840000,-806400,-806400,33600, -      
,,,Aufwand,,,-810632,-840000,-806400,-806400,33600, -      
,,,,nein,,-810632,-840000,-806400,-806400,33600, -      
,,,,,18   Transferaufwendungen,-810632,-840000,-806400,-806400,33600, -      
,1.100.6.1.2.01  Sonstige allgemeine Finanzwirtschaft,,,,,-3546460.04,165725,-152962,-29163,-318687,123799
,,1.100.6.1.2.01.40  Sonst. Allgemeine Finanzwirtschaft,,,,672952.61,4772295,3905609,3799808,-866686,-105801
,,,Aufwand,,,-865624.95,-4090,-19091,-18192,-15001,899
,,,,nein,,-865624.95,-4090,-19091,-18192,-15001,899
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      , -      ,-15000,-15000,-15000, -      
,,,,,16   Abschreibungen,-4089.92,-4090,-4091,-3192,-1,899
,,,,,17   Zinsen und ähnliche Aufwendungen,-843542.52, -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-20, -      , -      , -      , -      , -      
,,,,,24   außerordentliche Aufwendungen,-17972.51, -      , -      , -      , -      , -      
,,,Ertrag,,,1538577.56,4776385,3924700,3818000,-851685,-106700
,,,,nein,,1538577.56,4776385,3924700,3818000,-851685,-106700
,,,,,  6   privatrechtliche Entgelte,23817.11, -      , -      , -      , -      , -      
,,,,,  8   Zinsen und ähnliche Finanzerträge,91079.23,1150700,62200,46500,-1088500,-15700
,,,,,11   sonstige ordentliche Erträge,1423681.22,1125685,1362500,1271500,236815,-91000
,,,,,13   Aufwendungen für aktives Personal, -      ,500000,500000,500000, -      , -      
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,2000000,2000000,2000000, -      , -      
,,"1.100.6.1.2.01.41  Zinsen, Darlehen Friedhof St. Antonius",,,,-170.43,-170,-171,-171,-1, -      
,,,Aufwand,,,-170.43,-170,-171,-171,-1, -      
,,,,nein,,-170.43,-170,-171,-171,-1, -      
,,,,,16   Abschreibungen,-170.43,-170,-171,-171,-1, -      
,,1.100.6.1.2.01.42  Zinsen für langfristige Kredite,,,,-2236033.42,-3632100,-3781800,-3798400,-149700,-16600
,,,Aufwand,,,-2236033.43,-3632100,-3781800,-3798400,-149700,-16600
,,,,nein,,-2236033.43,-3632100,-3781800,-3798400,-149700,-16600
,,,,,17   Zinsen und ähnliche Aufwendungen,-2236033.43,-3632100,-3781800,-3798400,-149700,-16600
,,,Ertrag,,,0.01, -      , -      , -      , -      , -      
,,,,nein,,0.01, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,0.01, -      , -      , -      , -      , -      
,,1.100.6.1.2.01.43  Zinsen für Derivatverträge,,,,-1557778.69, -      , -      , -      , -      , -      
,,,Aufwand,,,-1571770.36, -      , -      , -      , -      , -      
,,,,nein,,-1571770.36, -      , -      , -      , -      , -      
,,,,,17   Zinsen und ähnliche Aufwendungen,-1571770.36, -      , -      , -      , -      , -      
,,,Ertrag,,,13991.67, -      , -      , -      , -      , -      
,,,,nein,,13991.67, -      , -      , -      , -      , -      
,,,,,  8   Zinsen und ähnliche Finanzerträge,13991.67, -      , -      , -      , -      , -      
,,1.100.6.1.2.01.44  Zinsen für Liquiditätskredite,,,,-465646.53,-1324600,-1626900,-1817600,-302300,-190700
,,,Aufwand,,,-686402.59,-1324600,-1746900,-1937600,-422300,-190700
,,,,nein,,-686402.59,-1324600,-1746900,-1937600,-422300,-190700
,,,,,17   Zinsen und ähnliche Aufwendungen,-686382.59,-1324600,-1746900,-1937600,-422300,-190700
,,,,,19   sonstige ordentliche Aufwendungen,-20, -      , -      , -      , -      , -      
,,,Ertrag,,,220756.06, -      ,120000,120000,120000, -      
,,,,nein,,220756.06, -      ,120000,120000,120000, -      
,,,,,  8   Zinsen und ähnliche Finanzerträge,180300.47, -      ,120000,120000,120000, -      
,,,,,11   sonstige ordentliche Erträge,40455.59, -      , -      , -      , -      , -      
,,1.100.6.1.2.01.45  Friedhofgebühren Altfälle F5,,,,503.33,300,300,200, -      ,-100
,,,Ertrag,,,503.33,300,300,200, -      ,-100
,,,,nein,,503.33,300,300,200, -      ,-100
,,,,,  5   öffentlich-rechtliche Entgelte,503.33,300,300,200, -      ,-100
,,1.100.6.1.2.01.46  Konzernfinanzierung,,,,39713.09,350000,1350000,1787000,1000000,437000
,,,Aufwand,,,-41486.97,-4122000,-1345100,-1896700,2776900,-551600
,,,,nein,,-41486.97,-4122000,-1345100,-1896700,2776900,-551600
,,,,,17   Zinsen und ähnliche Aufwendungen,-41486.97,-4122000,-1345100,-1896700,2776900,-551600
,,,Ertrag,,,81200.06,4472000,2695100,3683700,-1776900,988600
,,,,nein,,81200.06,4472000,2695100,3683700,-1776900,988600
,,,,,  8   Zinsen und ähnliche Finanzerträge,81200.06,4472000,2695100,3683700,-1776900,988600
(30) FB Recht und Datenschutz,,,,,,-1726316.2,-1941147.22,-1890758.31,-1967707.98,50388.91,-76949.67
,1.100.1.1.1.33  Rechtsangelegenheiten,,,,,-1071351.01,-1201906.34,-1164912.04,-1204180.22,36994.3,-39268.18
,,1.100.1.1.1.33.01  Allgemeine Rechtsangelegenheiten,,,,-535233.47,-548079.42,-540315.52,-565139.63,7763.9,-24824.11
,,,Aufwand,,,-607664.54,-633479.42,-674595.93,-659245.63,-41116.51,15350.3
,,,,nein,,-607664.54,-633479.42,-674595.93,-659245.63,-41116.51,15350.3
,,,,,13   Aufwendungen für aktives Personal,-383754.75,-414593.39,-457396.41,-433201.6,-42803.02,24194.81
,,,,,14   Aufwendungen für Versorgung,-69435.62,-103585.95,-98977.08,-107960.83,4608.87,-8983.75
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-233.6,-540,-540,-540, -      , -      
,,,,,16   Abschreibungen,-3155.45,-2546.52,-840.72,-697.24,1705.8,143.48
,,,,,19   sonstige ordentliche Aufwendungen,-106879.88,-112213.56,-116841.72,-116845.96,-4628.16,-4.24
,,,,,24   außerordentliche Aufwendungen,-44205.24, -      , -      , -      , -      , -      
,,,Ertrag,,,72431.07,85400,134280.41,94106,48880.41,-40174.41
,,,,nein,,72431.07,85400,134280.41,94106,48880.41,-40174.41
,,,,,  6   privatrechtliche Entgelte,1209.28, -      , -      , -      , -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,55304.28,85400,86900,86900,1500, -      
,,,,,11   sonstige ordentliche Erträge,15897.82, -      ,47380.41,7206,47380.41,-40174.41
,,,,,23   außerordentliche Erträge,19.69, -      , -      , -      , -      , -      
,,1.100.1.1.1.33.02  Steuerberatung u. Wirtschaftsprüfung BgA,,,,-8878.84,-19000,-19000,-19000, -      , -      
,,,Aufwand,,,-8878.84,-19000,-19000,-19000, -      , -      
,,,,nein,,-8878.84,-19000,-19000,-19000, -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-8878.84,-19000,-19000,-19000, -      , -      
,,1.100.1.1.1.33.03  Besondere Rechtsangelegenheiten,,,,-527238.7,-634826.92,-605596.52,-620040.59,29230.4,-14444.07
,,,Aufwand,,,-538189.38,-634826.92,-633368.24,-624263.92,1458.68,9104.32
,,,,nein,,-538189.38,-634826.92,-633368.24,-624263.92,1458.68,9104.32
,,,,,13   Aufwendungen für aktives Personal,-256822.55,-265095.84,-266372.52,-252178.52,-1276.68,14194
,,,,,14   Aufwendungen für Versorgung,-42798.22,-63013.68,-57840.32,-63084.76,5173.36,-5244.44
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-163.54,-378,-378,-378, -      , -      
,,,,,16   Abschreibungen,-1987.91,-1511.52,-745.52,-588.32,766,157.2
,,,,,19   sonstige ordentliche Aufwendungen,-209103.33,-304827.88,-308031.88,-308034.32,-3204,-2.44
,,,,,24   außerordentliche Aufwendungen,-27313.83, -      , -      , -      , -      , -      
,,,Ertrag,,,10950.68, -      ,27771.72,4223.33,27771.72,-23548.39
,,,,nein,,10950.68, -      ,27771.72,4223.33,27771.72,-23548.39
,,,,,  6   privatrechtliche Entgelte,720, -      , -      , -      , -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,393.85, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,9823.05, -      ,27771.72,4223.33,27771.72,-23548.39
,,,,,23   außerordentliche Erträge,13.78, -      , -      , -      , -      , -      
,1.100.1.1.1.34  Öffentliche Aufträge,,,,,-424014.26,-488131.12,-497414.59,-526653,-9283.47,-29238.41
,,1.100.1.1.1.34.01  Öffentliche Aufträge,,,,-424014.26,-488131.12,-497414.59,-526653,-9283.47,-29238.41
,,,Aufwand,,,-460092.09,-513131.12,-538917.71,-554165.44,-25786.59,-15247.73
,,,,nein,,-460092.09,-513131.12,-538917.71,-554165.44,-25786.59,-15247.73
,,,,,13   Aufwendungen für aktives Personal,-387323.36,-436413.4,-450538.16,-448471.64,-14124.76,2066.52
,,,,,14   Aufwendungen für Versorgung,-17232.57,-25970.12,-37243.63,-40660.64,-11273.51,-3417.01
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-1035.36,-4700,-4700,-4700, -      , -      
,,,,,16   Abschreibungen,-3936.46,-3309.96,-2272.28,-1164.96,1037.68,1107.32
,,,,,19   sonstige ordentliche Aufwendungen,-40841.79,-42737.64,-44163.64,-59168.2,-1426,-15004.56
,,,,,24   außerordentliche Aufwendungen,-9722.55, -      , -      , -      , -      , -      
,,,Ertrag,,,36077.83,25000,41503.12,27512.44,16503.12,-13990.68
,,,,nein,,36077.83,25000,41503.12,27512.44,16503.12,-13990.68
,,,,,  6   privatrechtliche Entgelte,32550,25000,25000,25000, -      , -      
,,,,,11   sonstige ordentliche Erträge,3496.58, -      ,16503.12,2512.44,16503.12,-13990.68
,,,,,23   außerordentliche Erträge,31.25, -      , -      , -      , -      , -      
,1.100.1.1.1.39  städtischer Datenschutz,,,,,-60794.1,-73656.28,-72603,-75543.84,1053.28,-2940.84
,,1.100.1.1.1.39.01  städtischer Datenschutz,,,,-60794.1,-73656.28,-72603,-75543.84,1053.28,-2940.84
,,,Aufwand,,,-62658.59,-73656.28,-78144.96,-76388.16,-4488.68,1756.8
,,,,nein,,-62658.59,-73656.28,-78144.96,-76388.16,-4488.68,1756.8
,,,,,13   Aufwendungen für aktives Personal,-41818.35,-45426.52,-50258.4,-47450.24,-4831.88,2808.16
,,,,,14   Aufwendungen für Versorgung,-8094.78,-12066.44,-11527.2,-12596.88,539.24,-1069.68
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-31.14,-72,-72,-72, -      , -      
,,,,,16   Abschreibungen,-754.1,-638.24,-220.32,-201.36,417.92,18.96
,,,,,19   sonstige ordentliche Aufwendungen,-6783.17,-15453.08,-16067.04,-16067.68,-613.96,-0.64
,,,,,24   außerordentliche Aufwendungen,-5177.05, -      , -      , -      , -      , -      
,,,Ertrag,,,1864.49, -      ,5541.96,844.32,5541.96,-4697.64
,,,,nein,,1864.49, -      ,5541.96,844.32,5541.96,-4697.64
,,,,,11   sonstige ordentliche Erträge,1861.86, -      ,5541.96,844.32,5541.96,-4697.64
,,,,,23   außerordentliche Erträge,2.63, -      , -      , -      , -      , -      
,1.100.1.2.2.11  Ordnungsbehördliche Aufsicht,,,,,-41622.89,-40825.88,-33326.84,-35029.08,7499.04,-1702.24
,,1.100.1.2.2.11.01  Personenstandswesen,,,,-30462.82,-29474.8,-24167.12,-25140.68,5307.68,-973.56
,,,Aufwand,,,-35461.44,-33774.8,-30362.96,-29728.92,3411.84,634.04
,,,,nein,,-35461.44,-33774.8,-30362.96,-29728.92,3411.84,634.04
,,,,,13   Aufwendungen für aktives Personal,-18481.3,-20223.48,-17893.56,-16917.24,2329.92,976.32
,,,,,14   Aufwendungen für Versorgung,-3531.69,-5273.04,-3939.32,-4295.16,1333.72,-355.84
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-16.88,-39,-39,-39, -      , -      
,,,,,16   Abschreibungen,-188.55,-143.6,-68.76,-55.2,74.84,13.56
,,,,,19   sonstige ordentliche Aufwendungen,-10990.21,-8095.68,-8422.32,-8422.32,-326.64, -      
,,,,,24   außerordentliche Aufwendungen,-2252.81, -      , -      , -      , -      , -      
,,,Ertrag,,,4998.62,4300,6195.84,4588.24,1895.84,-1607.6
,,,,nein,,4998.62,4300,6195.84,4588.24,1895.84,-1607.6
,,,,,  7   Kostenerstattungen und Kostenumlagen,4187,4300,4300,4300, -      , -      
,,,,,11   sonstige ordentliche Erträge,810.19, -      ,1895.84,288.24,1895.84,-1607.6
,,,,,23   außerordentliche Erträge,1.43, -      , -      , -      , -      , -      
,,1.100.1.2.2.11.02  Vereinsaufsicht,,,,-11160.07,-11351.08,-9159.72,-9888.4,2191.36,-728.68
,,,Aufwand,,,-29044.58,-28451.08,-27927.92,-27240.04,523.16,687.88
,,,,nein,,-29044.58,-28451.08,-27927.92,-27240.04,523.16,687.88
,,,,,13   Aufwendungen für aktives Personal,-13682.16,-16087.84,-15941.04,-14984.8,146.8,956.24
,,,,,14   Aufwendungen für Versorgung,-2767.03,-4088.68,-3458.84,-3740.64,629.84,-281.8
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-16.86,-39,-39,-39, -      , -      
,,,,,16   Abschreibungen,-188.52,-143.48,-68.76,-55.32,74.72,13.44
,,,,,19   sonstige ordentliche Aufwendungen,-10618.49,-8092.08,-8420.28,-8420.28,-328.2, -      
,,,,,24   außerordentliche Aufwendungen,-1771.52, -      , -      , -      , -      , -      
,,,Ertrag,,,17884.51,17100,18768.2,17351.64,1668.2,-1416.56
,,,,nein,,17884.51,17100,18768.2,17351.64,1668.2,-1416.56
,,,,,  5   öffentlich-rechtliche Entgelte,150, -      , -      , -      , -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,17096,17100,17100,17100, -      , -      
,,,,,11   sonstige ordentliche Erträge,637.1, -      ,1668.2,251.64,1668.2,-1416.56
,,,,,23   außerordentliche Erträge,1.41, -      , -      , -      , -      , -      
,1.100.3.5.1.91  Versicherungsamtsangelegenheiten FB 30,,,,,-128283.94,-136627.6,-122501.84,-126301.84,14125.76,-3800
,,1.100.3.5.1.91  Versicherungsamtsangelegenheiten FB 30,,,,-128283.94,-136627.6,-122501.84,-126301.84,14125.76,-3800
,,,Aufwand,,,-130365.22,-136627.6,-128225.24,-127172.32,8402.36,1052.92
,,,,nein,,-130365.22,-136627.6,-128225.24,-127172.32,8402.36,1052.92
,,,,,13   Aufwendungen für aktives Personal,-103307.33,-96202.92,-87503.8,-85410.48,8699.12,2093.32
,,,,,14   Aufwendungen für Versorgung,-8995.31,-12427.12,-11846.56,-12921.16,580.56,-1074.6
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-57.1,-132,-132,-132, -      , -      
,,,,,16   Abschreibungen,-572.69,-436.68,-200.64,-165.6,236.04,35.04
,,,,,19   sonstige ordentliche Aufwendungen,-11659,-27428.88,-28542.24,-28543.08,-1113.36,-0.84
,,,,,24   außerordentliche Aufwendungen,-5773.79, -      , -      , -      , -      , -      
,,,Ertrag,,,2081.28, -      ,5723.4,870.48,5723.4,-4852.92
,,,,nein,,2081.28, -      ,5723.4,870.48,5723.4,-4852.92
,,,,,11   sonstige ordentliche Erträge,2076.47, -      ,5723.4,870.48,5723.4,-4852.92
,,,,,23   außerordentliche Erträge,4.81, -      , -      , -      , -      , -      
,1.100.3.5.1.92  Kriegsfolgerecht,,,,,-250, -      , -      , -      , -      , -      
,,1.100.3.5.1.92  Kriegsfolgerecht,,,,-250, -      , -      , -      , -      , -      
,,,Aufwand,,,-46000,-70000,-70000,-70000, -      , -      
,,,,nein,,-46000,-70000,-70000,-70000, -      , -      
,,,,,18   Transferaufwendungen,-46000,-70000,-70000,-70000, -      , -      
,,,Ertrag,,,45750,70000,70000,70000, -      , -      
,,,,nein,,45750,70000,70000,70000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,45750,70000,70000,70000, -      , -      
(32) FB Bürger und Ordnung,,,,,,-4657738.17,-4985607.1,-5505138.96,-5408182.22,-519531.86,96956.74
,1.100.1.2.1.02  Wahlen,,,,,3093.56,-138308.44,-352084.64,-373202.69,-213776.2,-21118.05
,,1.100.1.2.1.02.14  Wahlen,,,,3093.56,-138308.44,-352084.64,-373202.69,-213776.2,-21118.05
,,,Aufwand,,,-256513.3,-138312.52,-355904.72,-373784.57,-217592.2,-17879.85
,,,,nein,,-256513.3,-138312.52,-355904.72,-373784.57,-217592.2,-17879.85
,,,,,13   Aufwendungen für aktives Personal,-140980.13,-128571.92,-220802.16,-223536.97,-92230.24,-2734.81
,,,,,14   Aufwendungen für Versorgung,-964.01,-1913.76,-8059.2,-8812.32,-6145.44,-753.12
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-19819.44,-162.6,-2362.6,-2362.6,-2200, -      
,,,,,16   Abschreibungen,-1772.48,-1928.56,-1660.52,-1550.16,268.04,110.36
,,,,,18   Transferaufwendungen, -      , -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-92370.43,-5735.68,-123020.24,-137522.52,-117284.56,-14502.28
,,,,,24   außerordentliche Aufwendungen,-606.81, -      , -      , -      , -      , -      
,,,Ertrag,,,259606.86,4.08,3820.08,581.88,3816,-3238.2
,,,,nein,,259606.86,4.08,3820.08,581.88,3816,-3238.2
,,,,,  3   Auflösungserträge aus Sonderposten,4.44,4.08,3, -      ,-1.08,-3
,,,,,  6   privatrechtliche Entgelte,41, -      , -      , -      , -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,259342.58, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,218.23, -      ,3817.08,581.88,3817.08,-3235.2
,,,,,23   außerordentliche Erträge,0.61, -      , -      , -      , -      , -      
,1.100.1.2.2.01  Bürgeramt,,,,,-2236171.08,-2428378.44,-2370867.1,-2228868.26,57511.34,141998.84
,,1.100.1.2.2.01.01  Meldeangelegenheiten,,,,-408930.18,-440472.04,-421562.96,-431479.38,18909.08,-9916.42
,,,Aufwand,,,-431112.73,-464478.28,-453710.32,-455869.94,10767.96,-2159.62
,,,,nein,,-431112.73,-464478.28,-453710.32,-455869.94,10767.96,-2159.62
,,,,,13   Aufwendungen für aktives Personal,-285833.47,-316385.88,-305425.32,-306264.44,10960.56,-839.12
,,,,,14   Aufwendungen für Versorgung,-16829.97,-22793.4,-19304.28,-21056.52,3489.12,-1752.24
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-1717.41,-4122.16,-1595.8,-1595.8,2526.36, -      
,,,,,16   Abschreibungen,-3712.68,-3340.68,-6278.64,-4745.1,-2937.96,1533.54
,,,,,19   sonstige ordentliche Aufwendungen,-112425.35,-117836.16,-121106.28,-122208.08,-3270.12,-1101.8
,,,,,24   außerordentliche Aufwendungen,-10593.85, -      , -      , -      , -      , -      
,,,Ertrag,,,22182.55,24006.24,32147.36,24390.56,8141.12,-7756.8
,,,,nein,,22182.55,24006.24,32147.36,24390.56,8141.12,-7756.8
,,,,,  3   Auflösungserträge aus Sonderposten,6.72,6.24,4.56, -      ,-1.68,-4.56
,,,,,  5   öffentlich-rechtliche Entgelte,12252.39,16000,16000,16000, -      , -      
,,,,,11   sonstige ordentliche Erträge,9904.93,8000,16142.8,8390.56,8142.8,-7752.24
,,,,,23   außerordentliche Erträge,18.51, -      , -      , -      , -      , -      
,,1.100.1.2.2.01.02  Pässe,,,,-133827.79,-157532.6,-148449.84,-152973.84,9082.76,-4524
,,,Aufwand,,,-464859.73,-471535.48,-466622.96,-467608.28,4912.52,-985.32
,,,,nein,,-464859.73,-471535.48,-466622.96,-467608.28,4912.52,-985.32
,,,,,13   Aufwendungen für aktives Personal,-130400.6,-144339,-139338.6,-139721.4,5000.4,-382.8
,,,,,14   Aufwendungen für Versorgung,-7678.05,-10398.6,-8806.8,-9606.24,1591.8,-799.44
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-268966.68,-261880.56,-260728.04,-260728.04,1152.52, -      
,,,,,16   Abschreibungen,-1691.57,-1524.04,-2864.4,-2164.8,-1340.36,699.6
,,,,,19   sonstige ordentliche Aufwendungen,-51289.79,-53393.28,-54885.12,-55387.8,-1491.84,-502.68
,,,,,24   außerordentliche Aufwendungen,-4833.04, -      , -      , -      , -      , -      
,,,Ertrag,,,331031.94,314002.88,318173.12,314634.44,4170.24,-3538.68
,,,,nein,,331031.94,314002.88,318173.12,314634.44,4170.24,-3538.68
,,,,,  3   Auflösungserträge aus Sonderposten,3.12,2.88,2.04, -      ,-0.84,-2.04
,,,,,  5   öffentlich-rechtliche Entgelte,329282.26,314000,314000,314000, -      , -      
,,,,,11   sonstige ordentliche Erträge,1738.13, -      ,4171.08,634.44,4171.08,-3536.64
,,,,,23   außerordentliche Erträge,8.43, -      , -      , -      , -      , -      
,,1.100.1.2.2.01.03  Personalausweise,,,,-463891.34,-521213.96,-495871.32,-458494.12,25342.64,37377.2
,,,Aufwand,,,-862436.27,-861221.88,-847515.16,-850264.12,13706.72,-2748.96
,,,,nein,,-862436.27,-861221.88,-847515.16,-850264.12,13706.72,-2748.96
,,,,,13   Aufwendungen für aktives Personal,-363840.99,-402731.52,-388779.64,-389847.8,13951.88,-1068.16
,,,,,14   Aufwendungen für Versorgung,-21423.07,-29014.08,-24572.64,-26803.08,4441.44,-2230.44
